customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
4774-HHGGS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30,19.05,2347,4,No,Middle Age (30–59)
2718-GAXQD,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,46.0,4797,1,Yes,Senior (≥ 60)
2055-BFOCC,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),63,84.0,5688,3,No,Senior (≥ 60)
8180-AKMJV,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,44.55,5825,5,No,Under 30
4298-OYIFC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,15,103.45,5640,5,No,Middle Age (30–59)
5566-SOEZD,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),27,80.65,5856,3,No,Middle Age (30–59)
9842-EFSYY,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,4,57.2,2421,3,No,Middle Age (30–59)
2272-WUSPA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,110.75,4848,4,No,Middle Age (30–59)
4584-LBNMK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),45,24.7,5644,4,No,Senior (≥ 60)
3898-GUYTS,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,45,97.05,4735,3,No,Senior (≥ 60)
0930-EHUZA,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,36,76.35,4771,5,No,Middle Age (30–59)
6413-XKKPU,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,17,89.4,2544,1,Yes,Middle Age (30–59)
9975-SKRNR,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,18.9,4480,4,No,Under 30
3703-KBKZP,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),16,74.45,5111,5,No,Senior (≥ 60)
1449-XQEMT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3,19.8,4323,1,Yes,Middle Age (30–59)
2626-URJFX,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,50.9,5691,3,Yes,Middle Age (30–59)
4973-MGTON,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,84.4,5619,5,No,Middle Age (30–59)
3682-YEUWS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,10,24.4,4458,5,No,Under 30
1223-UNPKS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,20.05,4328,4,No,Middle Age (30–59)
2612-RRIDN,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,81.0,3591,2,Yes,Under 30
4735-ASGMA,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,26,98.35,4997,1,Yes,Middle Age (30–59)
3446-QDSZF,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),4,55.5,2328,4,No,Middle Age (30–59)
3669-LVWZB,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,5,51.0,4630,2,Yes,Under 30
6892-EZDTG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,91.65,2140,2,Yes,Middle Age (30–59)
5117-IFGPS,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29,84.3,2217,3,No,Senior (≥ 60)
7379-FNIUJ,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,2,100.2,4855,3,No,Middle Age (30–59)
1627-AFWVJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29,19.4,2265,3,No,Middle Age (30–59)
9725-SCPZG,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,90.85,5086,3,Yes,Middle Age (30–59)
5884-GCYMI,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,69.4,2847,1,Yes,Middle Age (30–59)
3217-FZDMN,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),8,94.45,3676,1,Yes,Senior (≥ 60)
4486-EFAEB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,13,20.4,2486,5,No,Middle Age (30–59)
0060-FUALY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59,94.75,5238,3,No,Middle Age (30–59)
7853-GVUDZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),1,20.15,4277,2,Yes,Middle Age (30–59)
7480-QNVZJ,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50,95.7,4287,3,Yes,Senior (≥ 60)
6954-OOYZZ,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,44.35,2935,3,No,Middle Age (30–59)
7088-FBAWU,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,17,74.55,4451,3,No,Under 30
8313-AFGBW,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,47,73.6,4795,4,No,Middle Age (30–59)
3943-KDREE,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26,74.95,2934,2,Yes,Middle Age (30–59)
9239-ZBZZV,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,47.95,2240,1,Yes,Under 30
3097-IDVPU,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19,50.1,5749,5,No,Middle Age (30–59)
4398-HSCJH,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3,63.6,3155,1,Yes,Middle Age (30–59)
2197-OMWGI,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,68,53.0,5583,4,No,Senior (≥ 60)
2303-PJYHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2,19.85,4107,5,No,Under 30
9795-VOWON,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),7,24.35,4665,4,No,Under 30
1237-WIYYZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18,19.55,2386,4,No,Middle Age (30–59)
1987-AUELQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,25.05,6334,5,No,Middle Age (30–59)
7852-LECYP,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),13,93.8,5870,4,No,Senior (≥ 60)
4430-UZIPO,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,3,36.85,5825,1,Yes,Middle Age (30–59)
4822-LPTYJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,103.75,4655,4,No,Middle Age (30–59)
8165-CBKXO,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),66,56.75,5748,3,No,Middle Age (30–59)
6527-PZFPV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24,20.8,4654,5,No,Under 30
4855-SNKMY,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,44.1,5955,3,Yes,Middle Age (30–59)
9593-CVZKR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,56,24.45,5577,3,No,Under 30
8595-SIZNC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22,25.6,2628,4,No,Senior (≥ 60)
8008-HAWED,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,50.75,4883,1,Yes,Middle Age (30–59)
7124-UGSUR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),61,104.4,4412,1,Yes,Senior (≥ 60)
1862-SKORY,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40,39.3,2296,3,Yes,Senior (≥ 60)
5236-XMZJY,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),42,59.65,3048,3,No,Under 30
4827-DPADN,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,83.3,4505,3,No,Under 30
2694-CIUMO,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),12,79.55,3445,3,No,Middle Age (30–59)
5846-ABOBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,24.45,4766,3,No,Under 30
1439-LCGVL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26,19.2,3656,3,No,Middle Age (30–59)
0909-SDHNU,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,7,29.8,4236,3,No,Middle Age (30–59)
4647-XXZAM,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,6,45.5,5450,4,No,Middle Age (30–59)
1502-XFCVR,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,58,106.45,5902,1,Yes,Middle Age (30–59)
7740-KKCXF,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51,30.05,5045,4,No,Middle Age (30–59)
5360-XGYAZ,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,65.65,4934,3,No,Middle Age (30–59)
9692-TUSXH,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,96.05,5581,1,Yes,Under 30
7912-SYRQT,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,75.1,5514,2,Yes,Middle Age (30–59)
3557-HTYWR,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,47,74.05,2831,4,No,Middle Age (30–59)
4816-JBHOV,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,44.7,4618,1,Yes,Senior (≥ 60)
8920-NAVAY,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),62,110.75,5166,5,No,Senior (≥ 60)
1699-TLDLZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,16,19.7,5293,3,No,Middle Age (30–59)
5600-PDUJF,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),6,49.5,5552,5,No,Middle Age (30–59)
8292-TYSPY,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19,55.0,4539,2,Yes,Middle Age (30–59)
0567-XRHCU,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),69,43.95,4479,3,No,Under 30
1867-BDVFH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,74.35,5075,2,Yes,Middle Age (30–59)
2067-QYTCF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64,111.15,5455,4,No,Middle Age (30–59)
2359-QWQUL,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),39,104.7,2371,2,Yes,Middle Age (30–59)
9103-TCIHJ,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,15,55.7,4519,2,Yes,Middle Age (30–59)
7407-SUJIZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25,20.6,2305,3,No,Middle Age (30–59)
9150-KPBJQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),6,19.65,3945,5,No,Middle Age (30–59)
0052-DCKON,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66,115.8,5845,3,No,Under 30
3654-ARMGP,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61,88.65,4730,4,No,Middle Age (30–59)
9699-UBQFS,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43,94.5,4745,3,No,Senior (≥ 60)
9367-TCUYN,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12,20.1,5179,4,No,Under 30
1261-FWTTE,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23,34.65,2307,4,No,Senior (≥ 60)
3528-HFRIQ,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71,52.3,5491,5,No,Senior (≥ 60)
0708-SJDIS,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,34,65.0,5567,5,No,Middle Age (30–59)
4140-WJAWW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),5,19.85,3799,1,Yes,Middle Age (30–59)
2073-QBVBI,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,41,35.45,2954,4,No,Middle Age (30–59)
6928-ONTRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72,19.7,5451,3,No,Middle Age (30–59)
3320-VEOYC,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,95.6,3502,3,No,Senior (≥ 60)
5231-FIQPA,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41,19.85,3523,5,No,Middle Age (30–59)
6617-WLBQC,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),23,81.85,5939,4,No,Middle Age (30–59)
2599-CIPQE,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),71,109.3,5737,3,No,Middle Age (30–59)
6653-CBBOM,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.3,5963,1,Yes,Middle Age (30–59)
8774-GSBUN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,72,25.4,6011,5,No,Middle Age (30–59)
7326-RIGQZ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,6,69.8,2651,4,No,Middle Age (30–59)
1401-FTHFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23,20.0,2170,5,No,Middle Age (30–59)
3247-ZVOUO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,10,85.55,3336,1,Yes,Senior (≥ 60)
0254-FNMCI,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72,109.9,5234,4,No,Under 30
1848-LBZHY,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,50.3,2547,3,No,Under 30
6101-IMRMM,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,6,94.5,3469,2,Yes,Middle Age (30–59)
8118-TJAFG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,9,101.5,2757,3,No,Middle Age (30–59)
5429-LWCMV,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,12,89.15,4041,5,No,Middle Age (30–59)
7298-IZWLY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.4,2742,4,No,Middle Age (30–59)
9758-MFWGD,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),48,29.9,2617,5,No,Senior (≥ 60)
3955-JBZZM,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,20,78.8,2317,3,No,Middle Age (30–59)
1268-ASBGA,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),16,85.35,5769,2,Yes,Senior (≥ 60)
8943-URTMR,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,2,79.65,5082,2,Yes,Middle Age (30–59)
4815-TUMEQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,10,19.3,4190,4,No,Under 30
4713-LZDRV,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,79.6,4322,3,Yes,Senior (≥ 60)
9909-IDLEK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,20,96.8,3222,4,No,Middle Age (30–59)
4092-OFQZS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,20.65,4147,3,No,Under 30
1561-BWHIN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19,19.8,4464,5,No,Middle Age (30–59)
4325-NFSKC,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,19,90.6,2373,1,Yes,Senior (≥ 60)
9927-DSWDF,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22,104.6,2429,3,No,Middle Age (30–59)
9500-LTVBP,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),35,80.05,3999,5,No,Middle Age (30–59)
7252-NTGSS,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,45.15,4131,3,No,Middle Age (30–59)
8149-AIQCG,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39,73.15,3271,5,No,Middle Age (30–59)
1360-JYXKQ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54,99.1,4118,5,No,Senior (≥ 60)
2955-PSXOE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1,20.2,3061,2,Yes,Middle Age (30–59)
7762-URZQH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),66,106.05,5602,2,Yes,Middle Age (30–59)
0899-WZRSD,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56,105.35,5680,3,No,Middle Age (30–59)
3255-GRXMG,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,45.65,4403,5,No,Middle Age (30–59)
4828-FAZPK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),16,79.95,3855,4,No,Middle Age (30–59)
6094-ZIVKX,No,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),68,54.45,6309,4,No,Middle Age (30–59)
6925-BAYGL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53,25.1,5295,3,No,Senior (≥ 60)
3262-EIDHV,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,84.7,6375,4,No,Middle Age (30–59)
7354-OIJLX,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,75.85,5212,5,No,Middle Age (30–59)
1376-HHBDV,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30,48.8,4864,3,No,Middle Age (30–59)
6907-NZZIJ,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36,99.15,4188,1,Yes,Middle Age (30–59)
6133-OZILE,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18,35.2,5381,3,No,Middle Age (30–59)
4135-FRWKJ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,55,76.25,4319,3,No,Senior (≥ 60)
2911-UREFD,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,39,55.9,5632,1,Yes,Middle Age (30–59)
3744-ZRRDZ,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,21,82.35,2902,1,Yes,Under 30
5673-TIYIB,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2,40.4,3620,3,Yes,Middle Age (30–59)
6551-ZCOTS,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33,24.9,5756,4,No,Senior (≥ 60)
7191-ADRGF,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),44,54.3,3222,3,No,Middle Age (30–59)
5018-LXQQG,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),30,66.3,4631,3,No,Middle Age (30–59)
6892-BOGQE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71,20.9,4030,4,No,Middle Age (30–59)
1602-IJQQE,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,4,75.35,2220,1,Yes,Middle Age (30–59)
4628-WQCQQ,No,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,35,85.15,5928,1,Yes,Middle Age (30–59)
1746-TGTWV,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1,75.35,3514,5,No,Middle Age (30–59)
5995-SNNEW,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23,104.45,5883,5,No,Senior (≥ 60)
8050-WYBND,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),22,49.45,5941,3,No,Middle Age (30–59)
2821-WARNZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49,19.45,4170,5,No,Under 30
4879-GZLFH,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,42,92.15,5697,5,No,Middle Age (30–59)
1644-IRKSF,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,33,93.8,5080,3,Yes,Middle Age (30–59)
8314-HTWVE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,7,19.85,3973,3,No,Middle Age (30–59)
9402-ROUMJ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),67,100.25,5588,3,No,Middle Age (30–59)
2507-QZPQS,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,15,95.7,4999,5,No,Under 30
7159-NOKYQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,67,93.15,4001,4,No,Middle Age (30–59)
5707-ZMDJP,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,53,69.7,4590,4,No,Middle Age (30–59)
8779-YIQQA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21,19.8,3243,3,No,Middle Age (30–59)
7136-IHZJA,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40,71.35,5807,4,No,Middle Age (30–59)
8966-OIQHG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22,20.75,2258,4,No,Middle Age (30–59)
7074-STDCN,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39,40.6,4436,5,No,Under 30
3705-PSNGL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45,20.4,5398,3,Yes,Middle Age (30–59)
8739-QOTTN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,20.35,5761,4,No,Middle Age (30–59)
1399-OUPJN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),57,19.75,4235,5,No,Middle Age (30–59)
0277-BKSQP,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,8,54.4,4854,4,No,Middle Age (30–59)
6502-HCJTI,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),7,94.7,3591,1,Yes,Senior (≥ 60)
2606-RMDHZ,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6,30.5,4667,1,Yes,Middle Age (30–59)
5774-XZTQC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,7,20.45,4484,4,No,Middle Age (30–59)
2676-SSLTO,No,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),49,66.15,6138,3,No,Middle Age (30–59)
6266-QHOJZ,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,65,89.85,6421,3,No,Middle Age (30–59)
7269-JISCY,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),55,45.05,4055,3,No,Middle Age (30–59)
0363-SVHYR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71,86.85,6452,4,No,Under 30
8547-NSBBO,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,35,96.75,5154,3,No,Middle Age (30–59)
8258-GSTJK,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,77.0,3128,1,Yes,Senior (≥ 60)
