Customer ID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,AgeGroup
2983-ZANRP,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,73.55,5799,1,Under 30
3034-ZBEQN,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,48,34.7,5995,2,Middle Age (30–59)
8327-LZKAS,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,43,107.55,4423,2,Senior (≥ 60)
1075-BGWOH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,16,98.75,3392,2,Senior (≥ 60)
0302-JOIVN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,8,101.15,2750,2,Middle Age (30–59)
5366-IJEQJ,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20,88.7,4115,1,Under 30
1981-INRFU,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,79.75,5172,3,Middle Age (30–59)
4971-PUYQO,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,27,94.55,4464,2,Middle Age (30–59)
8485-GJCDN,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5,69.05,3368,3,Senior (≥ 60)
6029-WTIPC,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,37,101.1,4424,1,Senior (≥ 60)
6682-QJDGB,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,40,55.25,2810,1,Under 30
8780-IXSTS,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,6,90.1,5656,1,Middle Age (30–59)
9530-EHPOH,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,11,53.75,3407,1,Middle Age (30–59)
0345-HKJVM,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,6,89.3,5800,1,Middle Age (30–59)
3049-SOLAY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,95.2,4176,1,Under 30
3317-HRTNN,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,5,45.7,3561,3,Senior (≥ 60)
3235-ETOOB,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,8,74.5,3683,2,Middle Age (30–59)
8058-INTPH,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.65,2119,3,Middle Age (30–59)
2082-OJVTK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,89.2,5292,1,Under 30
5940-NFXKV,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19,83.65,3427,2,Middle Age (30–59)
1941-HOSAM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,90.1,4142,3,Under 30
9564-KCLHR,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,1,51.25,2180,1,Middle Age (30–59)
2082-CEFLT,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.6,3037,1,Middle Age (30–59)
1213-NGCUN,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),6,49.65,4248,2,Middle Age (30–59)
5688-KZTSN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,15,20.0,4672,1,Middle Age (30–59)
2894-QOJRX,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25,34.0,5024,1,Under 30
5747-PMBSQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,10,92.5,2415,1,Senior (≥ 60)
3143-JQEGI,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,13,88.35,3740,2,Middle Age (30–59)
6386-SZZKH,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49,107.95,5785,2,Middle Age (30–59)
2982-IHMFT,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,74.45,4291,3,Senior (≥ 60)
3521-SYVOR,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37,64.75,5554,1,Under 30
9526-JAWYF,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,26,89.8,3452,1,Middle Age (30–59)
5649-VUKMC,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,12,95.5,3538,2,Middle Age (30–59)
4273-MBHYA,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,89.35,2432,3,Middle Age (30–59)
5143-EGQFK,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,10,29.65,5702,2,Senior (≥ 60)
4919-IKATY,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,5,84.5,5141,1,Middle Age (30–59)
9050-QLROH,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18,90.7,2931,1,Under 30
6168-WFVVF,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,70.3,5165,3,Senior (≥ 60)
0112-QAWRZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),16,90.8,5560,3,Middle Age (30–59)
8065-YKXKD,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10,74.75,5578,1,Middle Age (30–59)
9637-EIHEQ,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,50.8,4535,2,Under 30
9689-PTNPG,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,80.25,5055,1,Middle Age (30–59)
2362-IBOOY,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,36,84.75,5272,3,Under 30
0843-WTBXE,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53,85.45,4753,1,Middle Age (30–59)
5515-IDEJJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.9,5441,1,Middle Age (30–59)
7450-NWRTR,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,12,99.45,2819,3,Senior (≥ 60)
5376-DEQCP,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.6,4063,3,Middle Age (30–59)
9095-HFAFX,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),5,81.0,3718,2,Middle Age (30–59)
2379-ENZGV,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,6,84.85,3420,2,Middle Age (30–59)
6005-OBZPH,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,26,89.15,4074,1,Senior (≥ 60)
7932-WPTDS,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,24.8,5377,1,Senior (≥ 60)
6833-JMZYP,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),15,94.0,4521,3,Middle Age (30–59)
2722-VOJQL,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),64,105.65,4870,1,Middle Age (30–59)
5228-EXCET,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,13,80.85,5964,1,Middle Age (30–59)
7394-FKDNK,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,9,89.45,4971,2,Middle Age (30–59)
6331-LWDTQ,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),10,72.15,2457,2,Middle Age (30–59)
1597-FZREH,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,2,76.4,3005,2,Middle Age (30–59)
7000-WCEVQ,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20,61.6,3866,1,Senior (≥ 60)
0727-IWKVK,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,9,79.9,4748,2,Middle Age (30–59)
5959-BELXA,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,96.15,2246,2,Senior (≥ 60)
3512-IZIKN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),70,65.3,5591,1,Middle Age (30–59)
6141-OOXUQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.65,5717,2,Middle Age (30–59)
7503-ZGUZJ,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,84.65,4261,1,Under 30
2506-TNFCO,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.55,5948,2,Senior (≥ 60)
8718-PTMEZ,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,13,31.05,5131,2,Middle Age (30–59)
2207-OBZNX,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,51.0,3736,1,Middle Age (30–59)
6142-VSJQO,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,44.35,4599,2,Under 30
6437-UKHMV,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.7,3109,2,Middle Age (30–59)
4912-PIGUY,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,84.6,2196,3,Middle Age (30–59)
1114-CENIM,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54,55.0,5282,1,Middle Age (30–59)
6060-DRTNL,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,5,84.85,3305,1,Senior (≥ 60)
8473-VUVJN,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,73.65,5443,3,Senior (≥ 60)
6289-CPNLD,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,33,73.9,5374,1,Middle Age (30–59)
5536-SLHPM,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55,77.75,4398,2,Middle Age (30–59)
0196-VULGZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,84.35,5721,3,Senior (≥ 60)
8837-VVWLQ,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,8,84.95,4437,1,Middle Age (30–59)
2696-NARTR,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,11,73.85,3634,2,Middle Age (30–59)
7614-QVWQL,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49,51.8,5375,2,Middle Age (30–59)
1976-CFOCS,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,46.0,4531,1,Senior (≥ 60)
4631-OACRM,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,15,79.4,3621,1,Senior (≥ 60)
3755-JBMNH,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),16,71.8,3327,1,Senior (≥ 60)
1809-DMJHQ,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,46.0,4846,1,Middle Age (30–59)
6923-EFPNL,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),4,51.75,3865,1,Middle Age (30–59)
9574-RKJIF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30,94.4,2792,1,Middle Age (30–59)
2619-WFQWU,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.15,3208,3,Middle Age (30–59)
0778-NELLA,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),9,34.7,5352,1,Middle Age (30–59)
4614-NUVZD,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,81.1,2075,3,Middle Age (30–59)
9572-MTILT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,59,106.75,4508,1,Middle Age (30–59)
9611-CTWIH,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,89.45,3591,3,Middle Age (30–59)
0329-GTIAJ,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3,97.9,4330,3,Middle Age (30–59)
6629-CZTTH,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,55.7,4629,1,Middle Age (30–59)
5364-EVNIB,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,79.8,5067,2,Middle Age (30–59)
6918-UMQCG,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,5,80.2,3391,3,Under 30
0013-EXCHZ,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,3,83.9,3464,1,Senior (≥ 60)
5550-VFRLC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.85,5056,1,Senior (≥ 60)
4929-BSTRX,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,53.55,2326,1,Middle Age (30–59)
2225-ZRGSG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70,93.9,6173,1,Middle Age (30–59)
5271-YNWVR,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,68,113.15,4610,1,Middle Age (30–59)
6330-JKLPC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),11,80.5,5119,1,Middle Age (30–59)
7228-OMTPN,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,88.45,2456,3,Middle Age (30–59)
6284-AHOOQ,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22,90.5,5014,1,Senior (≥ 60)
2344-JMOGN,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,94.85,3016,2,Middle Age (30–59)
3799-ISUZQ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,69.95,3296,2,Middle Age (30–59)
1794-HBQTJ,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,48.6,4207,1,Under 30
2460-FPSYH,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,55.8,4272,1,Senior (≥ 60)
1320-HTRDR,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.5,5948,2,Middle Age (30–59)
1493-AMTIE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1,20.2,5394,1,Under 30
6424-ELEYH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,74.75,3972,1,Middle Age (30–59)
4391-RESHN,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23,104.05,5963,1,Middle Age (30–59)
6821-BUXUX,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13,96.65,2110,1,Under 30
5028-HTLJB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.05,3491,1,Senior (≥ 60)
9801-GDWGV,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,103.45,4811,2,Middle Age (30–59)
5143-WMWOG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,19.95,2051,2,Middle Age (30–59)
5393-RXQSZ,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,79.6,2199,3,Middle Age (30–59)
7638-QVMVY,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.0,3735,2,Middle Age (30–59)
3244-DCJWY,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.25,4133,1,Under 30
0875-CABNR,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),10,84.6,3320,3,Senior (≥ 60)
7812-FZHPE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17,24.1,4648,1,Middle Age (30–59)
4797-AXPXK,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,60.0,4531,1,Middle Age (30–59)
5229-PRWKT,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,86.55,4193,3,Middle Age (30–59)
0193-ESZXP,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58,105.5,5067,1,Senior (≥ 60)
4369-HTUIF,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6,85.15,5831,2,Senior (≥ 60)
5399-ZIMKF,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,74.65,3319,3,Middle Age (30–59)
0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,22,54.2,5102,2,Middle Age (30–59)
1984-FCOWB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,70,109.5,4191,2,Under 30
0654-HMSHN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,21,104.4,3796,2,Middle Age (30–59)
5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71,105.1,5725,1,Senior (≥ 60)
5196-SGOAK,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.7,4884,3,Middle Age (30–59)
1891-UAWWU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,20,90.8,2312,1,Senior (≥ 60)
6108-OQZDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,97.95,2570,3,Under 30
0363-QJVFX,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,108.15,2541,1,Under 30
9840-DVNDC,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6,80.5,2181,2,Middle Age (30–59)
3096-JRDSO,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27,104.3,3444,1,Senior (≥ 60)
3374-LXDEV,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,13,89.4,2226,1,Middle Age (30–59)
5049-GLYVG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.6,3618,1,Middle Age (30–59)
5883-GTGVD,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,19,99.95,3670,1,Middle Age (30–59)
4817-QRJSX,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,81.0,2946,2,Middle Age (30–59)
4686-UXDML,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21,99.85,2113,3,Under 30
2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,13,70.15,5101,2,Senior (≥ 60)
9985-MWVIX,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.15,5773,1,Middle Age (30–59)
1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),68,96.55,5957,1,Senior (≥ 60)
2237-ZFSMY,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,39,95.55,2767,1,Under 30
4871-JTKJF,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.65,4741,3,Senior (≥ 60)
1415-YFWLT,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,89.3,3067,1,Senior (≥ 60)
6711-VTNRE,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,36,87.55,2558,1,Middle Age (30–59)
3500-RMZLT,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,15,96.3,2933,1,Senior (≥ 60)
4548-SDBKE,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,5,85.2,4109,3,Under 30
8066-POXGX,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,13,35.1,3104,3,Under 30
4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,81.3,3819,2,Middle Age (30–59)
9102-IAYHT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,17,85.45,3670,3,Under 30
3422-LYEPQ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.0,4207,2,Middle Age (30–59)
2642-DTVCO,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,9,85.05,5095,3,Senior (≥ 60)
1363-TXLSL,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.3,4962,1,Senior (≥ 60)
9507-EXLTT,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1,79.35,3492,2,Middle Age (30–59)
9846-GKXAS,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),9,90.8,2578,3,Middle Age (30–59)
6017-PPLPX,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,70.45,4773,1,Middle Age (30–59)
7136-RVDTZ,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,70,45.25,5824,2,Senior (≥ 60)
4581-SSPWD,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.8,5475,1,Middle Age (30–59)
6927-WTFIV,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20,71.3,3684,2,Senior (≥ 60)
3398-ZOUAA,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21,69.1,3853,2,Senior (≥ 60)
0378-NHQXU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,17,88.25,4041,2,Middle Age (30–59)
7969-AULMZ,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,21,97.35,4321,3,Middle Age (30–59)
0568-ONFPC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),5,25.9,2102,1,Middle Age (30–59)
0733-VUNUW,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24,55.65,4126,1,Middle Age (30–59)
4550-EVXNY,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.65,2418,2,Middle Age (30–59)
2968-SSGAA,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,10,100.6,4001,1,Middle Age (30–59)
4844-JJWUY,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,86.0,5359,1,Senior (≥ 60)
6777-TGHTM,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),53,106.95,5550,1,Middle Age (30–59)
3538-WZPHD,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3,29.6,2734,1,Middle Age (30–59)
8610-WFCJF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,95.6,5732,1,Middle Age (30–59)
4905-JEFDW,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,11,41.6,3119,2,Middle Age (30–59)
7881-INRLC,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45,100.85,4898,1,Middle Age (30–59)
0117-LFRMW,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37,40.2,3627,2,Middle Age (30–59)
1965-AKTSX,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,14,78.95,5203,1,Senior (≥ 60)
4786-UKSNZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.2,5418,2,Middle Age (30–59)
7248-VZQLC,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47,85.2,4661,1,Senior (≥ 60)
9355-NPPFS,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,26,78.8,4509,3,Senior (≥ 60)
8035-PWSEV,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,6,89.25,4430,3,Middle Age (30–59)
0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,13,98.0,3714,1,Senior (≥ 60)
4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,94.45,4580,1,Middle Age (30–59)
6496-SLWHQ,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,105.0,5960,3,Senior (≥ 60)
9912-GVSEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,26,93.85,2591,2,Senior (≥ 60)
5383-MMTWC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,84.0,4819,3,Senior (≥ 60)
